"age","workclass","fnlwgt","education","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","income"
39,"Private",160623,"Assoc-acdm",12,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
45,"Private",162187,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,52,"United-States",">50K"
27,"Private",106935,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States","<=50K"
34,"Private",581071,"HS-grad",9,"Separated","Adm-clerical","Not-in-family","White","Male",0,0,48,"United-States",">50K"
35,"Private",247750,"HS-grad",9,"Widowed","Other-service","Unmarried","Black","Male",0,0,40,"United-States","<=50K"
47,"Private",102771,"7th-8th",4,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"Portugal","<=50K"
31,"Self-emp-not-inc",252752,"HS-grad",9,"Married-civ-spouse","Other-service","Wife","White","Female",0,2415,40,"United-States",">50K"
49,"Local-gov",149210,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","Black","Male",15024,0,40,"United-States",">50K"
33,"Local-gov",27959,"HS-grad",9,"Never-married","Other-service","Unmarried","Amer-Indian-Eskimo","Male",0,0,40,"United-States","<=50K"
30,"Private",48829,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Female",0,1602,30,"United-States","<=50K"
20,"Private",212582,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,16,"United-States","<=50K"
37,"Private",135436,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,60,"United-States",">50K"
35,"Private",272476,"Assoc-acdm",12,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,35,"United-States",">50K"
22,"Private",109815,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
49,"Private",122177,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,80,"United-States","<=50K"
36,"Private",245521,"7th-8th",4,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,35,"Mexico","<=50K"
67,"Private",105216,"Some-college",10,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,25,"United-States","<=50K"
38,"Private",119177,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"United-States",">50K"
29,"Private",214925,"Masters",14,"Never-married","Exec-managerial","Not-in-family","Black","Male",0,0,60,"United-States","<=50K"
27,"Private",182540,"11th",7,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
60,"Self-emp-not-inc",205246,"HS-grad",9,"Never-married","Exec-managerial","Not-in-family","Black","Male",0,2559,50,"United-States",">50K"
22,"Private",102632,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,41,"United-States","<=50K"
52,"Local-gov",186117,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,56,"United-States",">50K"
24,"Private",106085,"HS-grad",9,"Never-married","Other-service","Own-child","Black","Male",0,1721,30,"United-States","<=50K"
21,"Private",148211,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","White","Male",3674,0,50,"United-States","<=50K"
41,"Self-emp-inc",34987,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,54,"United-States",">50K"
44,"Private",172032,"Assoc-voc",11,"Married-civ-spouse","Adm-clerical","Husband","White","Male",7298,0,51,"United-States",">50K"
48,"Private",102102,"Assoc-voc",11,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,50,"United-States",">50K"
51,"Private",169364,"Some-college",10,"Divorced","Handlers-cleaners","Not-in-family","White","Female",0,0,40,"Ireland","<=50K"
34,"Private",82623,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,20,"United-States","<=50K"
50,"Private",285200,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,35,"United-States",">50K"
27,"Private",192936,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
30,"Self-emp-not-inc",146161,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,50,"United-States",">50K"
31,"State-gov",93589,"HS-grad",9,"Divorced","Protective-serv","Own-child","Other","Male",0,0,40,"United-States","<=50K"
32,"Local-gov",255004,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
67,"Private",89346,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
27,"Private",103634,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Male",0,0,38,"United-States","<=50K"
59,"State-gov",349910,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",10605,0,50,"United-States",">50K"
46,"Self-emp-inc",284799,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States","<=50K"
37,"Private",126569,"Masters",14,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,60,"United-States",">50K"
38,"?",181705,"HS-grad",9,"Married-civ-spouse","?","Husband","White","Male",0,0,24,"United-States","<=50K"
51,"Self-emp-inc",180195,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","<=50K"
26,"Private",51961,"12th",8,"Never-married","Sales","Other-relative","Black","Male",0,0,51,"United-States","<=50K"
39,"Private",53926,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
26,"Private",192506,"Bachelors",13,"Never-married","Other-service","Not-in-family","Black","Female",0,0,35,"United-States","<=50K"
90,"Private",221832,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States","<=50K"
38,"Private",238397,"Bachelors",13,"Divorced","Priv-house-serv","Unmarried","White","Female",0,0,24,"United-States","<=50K"
41,"Private",239833,"HS-grad",9,"Married-spouse-absent","Transport-moving","Unmarried","Black","Male",0,0,50,"United-States","<=50K"
28,"Private",205337,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
24,"Private",176580,"5th-6th",3,"Married-spouse-absent","Farming-fishing","Not-in-family","White","Male",0,0,40,"Mexico","<=50K"
23,"Private",162593,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","Asian-Pac-Islander","Female",0,0,40,"United-States","<=50K"
58,"State-gov",280519,"HS-grad",9,"Divorced","Other-service","Own-child","Black","Male",0,0,40,"United-States","<=50K"
23,"Private",189832,"Assoc-acdm",12,"Never-married","Transport-moving","Unmarried","White","Female",0,0,40,"United-States","<=50K"
42,"Private",145175,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
55,"Self-emp-not-inc",145574,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Male",34095,0,60,"United-States","<=50K"
58,"Private",205410,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
24,"Private",280134,"10th",6,"Never-married","Sales","Not-in-family","White","Male",0,0,49,"El-Salvador","<=50K"
19,"?",80710,"HS-grad",9,"Never-married","?","Own-child","White","Female",0,0,40,"United-States","<=50K"
44,"Federal-gov",320071,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
38,"Private",216845,"HS-grad",9,"Never-married","Sales","Unmarried","White","Male",0,0,42,"United-States","<=50K"
34,"Self-emp-not-inc",34572,"Assoc-voc",11,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",">50K"
37,"Private",186808,"HS-grad",9,"Never-married","Sales","Unmarried","White","Male",0,0,40,"United-States","<=50K"
40,"Private",137421,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Asian-Pac-Islander","Male",0,0,60,"Trinadad&Tobago","<=50K"
28,"Private",224629,"Masters",14,"Never-married","Exec-managerial","Not-in-family","Other","Male",0,0,30,"Cuba","<=50K"
18,"Private",189924,"HS-grad",9,"Never-married","Sales","Own-child","White","Female",0,0,24,"United-States","<=50K"
50,"Private",138270,"HS-grad",9,"Married-civ-spouse","Sales","Wife","Black","Female",0,0,40,"United-States","<=50K"
90,"?",39824,"HS-grad",9,"Widowed","?","Not-in-family","White","Male",401,0,4,"United-States","<=50K"
18,"Never-worked",206359,"10th",6,"Never-married","?","Own-child","White","Male",0,0,40,"United-States","<=50K"
47,"Private",121124,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",15024,0,50,"United-States",">50K"
40,"Federal-gov",26358,"Assoc-acdm",12,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
25,"Private",231714,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
25,"Private",145434,"Some-college",10,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,25,"United-States","<=50K"
54,"Private",101890,"HS-grad",9,"Widowed","Sales","Unmarried","White","Female",0,0,40,"United-States","<=50K"
69,"Private",140176,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,24,"United-States","<=50K"
61,"Local-gov",176731,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K"
32,"Private",157747,"Some-college",10,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,45,"United-States","<=50K"
63,"Private",30602,"7th-8th",4,"Married-spouse-absent","Other-service","Unmarried","Amer-Indian-Eskimo","Female",0,0,40,"United-States","<=50K"
26,"Private",167350,"HS-grad",9,"Never-married","Transport-moving","Own-child","White","Male",0,0,50,"United-States","<=50K"
33,"Private",173248,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","Black","Male",0,0,35,"United-States","<=50K"
57,"State-gov",32694,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
53,"Federal-gov",177647,"HS-grad",9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"France",">50K"
56,"State-gov",68658,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
23,"Private",173679,"Some-college",10,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
65,"Self-emp-not-inc",118474,"11th",7,"Married-civ-spouse","Exec-managerial","Husband","White","Male",9386,0,59,"?",">50K"
41,"Private",113823,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"England","<=50K"
44,"Private",85440,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,45,"United-States","<=50K"
50,"Private",104501,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Male",0,1980,40,"United-States","<=50K"
78,"?",292019,"7th-8th",4,"Married-civ-spouse","?","Husband","White","Male",0,0,20,"United-States","<=50K"
42,"Local-gov",213019,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States",">50K"
23,"Private",67958,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Female",0,0,30,"United-States","<=50K"
18,"Private",53109,"11th",7,"Never-married","Other-service","Own-child","Amer-Indian-Eskimo","Male",0,0,20,"United-States","<=50K"
29,"Private",251905,"Assoc-acdm",12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K"
37,"Private",93717,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",7298,0,45,"United-States",">50K"
22,"Private",200374,"HS-grad",9,"Never-married","Machine-op-inspct","Other-relative","White","Male",0,0,35,"United-States","<=50K"
36,"Private",152307,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
56,"Private",65325,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,50,"United-States","<=50K"
25,"Private",195914,"Some-college",10,"Never-married","Sales","Own-child","Black","Female",3418,0,30,"United-States","<=50K"
34,"Private",104293,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
45,"Private",140644,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
35,"Self-emp-not-inc",120066,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","Amer-Indian-Eskimo","Male",0,0,60,"United-States","<=50K"
28,"Private",282389,"HS-grad",9,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
36,"State-gov",116554,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
21,"Private",538822,"HS-grad",9,"Never-married","Other-service","Other-relative","White","Male",0,0,40,"Mexico","<=50K"
46,"Private",133938,"Masters",14,"Divorced","Exec-managerial","Not-in-family","White","Female",27828,0,50,"United-States",">50K"
51,"Local-gov",176751,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,40,"United-States",">50K"
40,"Private",272343,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States",">50K"
34,"State-gov",252529,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,48,"United-States","<=50K"
67,"Self-emp-inc",171564,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Wife","White","Female",20051,0,30,"England",">50K"
47,"Private",145041,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"Cuba",">50K"
31,"Self-emp-not-inc",119411,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,50,"United-States","<=50K"
32,"Local-gov",159187,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
41,"Self-emp-inc",140365,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,55,"United-States",">50K"
21,"Private",27162,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,16,"United-States","<=50K"
26,"Private",206307,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
56,"Private",174351,"12th",8,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Italy","<=50K"
56,"Local-gov",268213,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,35,"?",">50K"
53,"Private",182186,"9th",5,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"Dominican-Republic","<=50K"
36,"Private",255454,"HS-grad",9,"Never-married","Craft-repair","Own-child","Black","Male",0,0,30,"United-States","<=50K"
34,"Private",207301,"HS-grad",9,"Divorced","Machine-op-inspct","Unmarried","White","Female",0,0,20,"United-States","<=50K"
41,"State-gov",70884,"HS-grad",9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States","<=50K"
36,"Private",160035,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
57,"Self-emp-not-inc",103948,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,30,"United-States",">50K"
52,"Private",146767,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",">50K"
25,"Private",214413,"Masters",14,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","<=50K"
32,"Private",232766,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
38,"Self-emp-not-inc",122493,"10th",6,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,40,"United-States",">50K"
28,"Self-emp-inc",204247,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
32,"Private",328199,"Assoc-voc",11,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States","<=50K"
28,"Private",88419,"HS-grad",9,"Never-married","Exec-managerial","Not-in-family","Asian-Pac-Islander","Female",0,0,40,"England","<=50K"
59,"Private",154100,"Masters",14,"Never-married","Sales","Not-in-family","White","Female",27828,0,45,"United-States",">50K"
30,"Private",48520,"Assoc-acdm",12,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,2002,40,"United-States","<=50K"
53,"Private",117058,"HS-grad",9,"Divorced","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K"
25,"Private",250038,"9th",5,"Never-married","Farming-fishing","Other-relative","White","Male",0,0,45,"Mexico","<=50K"
19,"Private",227491,"HS-grad",9,"Never-married","Sales","Not-in-family","Asian-Pac-Islander","Female",0,0,40,"United-States","<=50K"
29,"Private",180299,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,35,"United-States","<=50K"
20,"Private",199011,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,12,"United-States","<=50K"
70,"Private",102610,"Some-college",10,"Divorced","Other-service","Not-in-family","White","Male",0,0,80,"United-States","<=50K"
26,"Private",128553,"Some-college",10,"Never-married","Exec-managerial","Own-child","Black","Female",0,0,40,"United-States","<=50K"
46,"Private",185291,"11th",7,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,45,"United-States",">50K"
50,"Self-emp-not-inc",156951,"Assoc-acdm",12,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",3103,0,40,"United-States",">50K"
64,"Private",63676,"10th",6,"Married-civ-spouse","Other-service","Husband","Black","Male",0,0,40,"United-States","<=50K"
28,"Federal-gov",53147,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
21,"Private",243368,"Preschool",1,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,50,"Mexico","<=50K"
47,"Private",116279,"HS-grad",9,"Divorced","Craft-repair","Unmarried","White","Female",0,0,43,"United-States","<=50K"
52,"Private",178983,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"?",">50K"
42,"Private",263608,"Some-college",10,"Divorced","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
35,"Private",360814,"9th",5,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
33,"Private",240763,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",0,0,40,"United-States","<=50K"
35,"Local-gov",190964,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
71,"Private",152307,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,2377,45,"United-States",">50K"
27,"Private",167336,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,39,"United-States","<=50K"
56,"Private",91905,"HS-grad",9,"Married-civ-spouse","Sales","Wife","White","Female",0,0,4,"United-States","<=50K"
68,"Private",225612,"Bachelors",13,"Widowed","Sales","Not-in-family","White","Male",0,0,35,"United-States",">50K"
21,"Private",141453,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,40,"United-States","<=50K"
50,"Self-emp-not-inc",174752,"HS-grad",9,"Divorced","Farming-fishing","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
43,"Self-emp-not-inc",35034,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,21,"United-States","<=50K"
26,"Private",107827,"HS-grad",9,"Never-married","Other-service","Unmarried","White","Male",0,0,25,"United-States","<=50K"
42,"?",32533,"Some-college",10,"Never-married","?","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
50,"Private",167886,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
20,"?",66695,"Some-college",10,"Never-married","?","Own-child","Other","Female",594,0,35,"United-States","<=50K"
35,"Private",179668,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
28,"Private",138692,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,40,"United-States",">50K"
35,"Private",187329,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
25,"Private",113099,"HS-grad",9,"Separated","Craft-repair","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
65,"?",160654,"HS-grad",9,"Married-civ-spouse","?","Husband","White","Male",0,0,20,"United-States","<=50K"
49,"Private",155489,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
41,"Private",171546,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,45,"United-States",">50K"
34,"Private",184942,"11th",7,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States","<=50K"
22,"Private",113703,"Some-college",10,"Never-married","Sales","Other-relative","White","Male",0,0,20,"United-States","<=50K"
22,"Private",129934,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","Asian-Pac-Islander","Male",0,0,40,"?","<=50K"
42,"Private",529216,"HS-grad",9,"Separated","Transport-moving","Other-relative","Black","Male",0,0,40,"United-States","<=50K"
46,"Private",188161,"HS-grad",9,"Separated","Machine-op-inspct","Own-child","Black","Female",0,0,40,"United-States","<=50K"
33,"Private",40681,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","White","Female",3674,0,16,"United-States","<=50K"
21,"Private",301556,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,19,"United-States","<=50K"
45,"Self-emp-not-inc",220978,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","<=50K"
57,"Private",121362,"Some-college",10,"Widowed","Adm-clerical","Unmarried","White","Female",0,2258,38,"United-States",">50K"
48,"Private",199058,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
32,"Private",342458,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
51,"Private",153486,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,45,"United-States",">50K"
62,"?",72486,"HS-grad",9,"Married-civ-spouse","?","Husband","Asian-Pac-Islander","Male",0,0,24,"China","<=50K"
22,"Private",168187,"Some-college",10,"Never-married","Other-service","Unmarried","White","Female",0,0,50,"United-States","<=50K"
25,"Private",159662,"HS-grad",9,"Married-civ-spouse","Sales","Own-child","White","Male",0,0,26,"United-States",">50K"
28,"Private",251905,"Prof-school",15,"Never-married","Prof-specialty","Not-in-family","White","Male",0,2339,40,"Canada","<=50K"
35,"Private",148581,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1740,40,"United-States","<=50K"
38,"Private",183279,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,44,"United-States",">50K"
51,"Federal-gov",106257,"Assoc-acdm",12,"Married-civ-spouse","Tech-support","Husband","Black","Male",0,0,40,"United-States","<=50K"
20,"Private",270436,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","<=50K"
53,"Federal-gov",90127,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,60,"United-States",">50K"
37,"Private",120045,"HS-grad",9,"Divorced","Machine-op-inspct","Not-in-family","White","Female",0,0,56,"United-States","<=50K"
45,"Private",116255,"HS-grad",9,"Never-married","Exec-managerial","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
28,"Private",36601,"Some-college",10,"Never-married","Other-service","Unmarried","White","Female",0,0,35,"United-States","<=50K"
49,"Private",83622,"Assoc-acdm",12,"Separated","Adm-clerical","Not-in-family","White","Female",2597,0,40,"United-States","<=50K"
26,"?",109564,"HS-grad",9,"Never-married","?","Own-child","White","Female",0,0,40,"United-States","<=50K"
30,"Private",91145,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
29,"Private",107812,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
39,"Private",680390,"HS-grad",9,"Separated","Machine-op-inspct","Unmarried","White","Female",0,0,24,"United-States","<=50K"
23,"Private",211527,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,60,"United-States","<=50K"
30,"Private",237903,"Some-college",10,"Never-married","Handlers-cleaners","Unmarried","White","Female",0,0,40,"United-States","<=50K"
58,"Private",204021,"HS-grad",9,"Never-married","Transport-moving","Own-child","White","Male",0,0,40,"Canada","<=50K"
18,"?",137363,"Some-college",10,"Never-married","?","Own-child","White","Female",0,0,4,"United-States","<=50K"
46,"State-gov",170165,"HS-grad",9,"Separated","Adm-clerical","Unmarried","White","Female",0,0,37,"United-States","<=50K"
64,"Private",251292,"5th-6th",3,"Separated","Other-service","Other-relative","White","Female",0,0,20,"Cuba","<=50K"
26,"?",132749,"Bachelors",13,"Never-married","?","Not-in-family","White","Female",0,0,80,"United-States","<=50K"
70,"Private",304570,"Bachelors",13,"Widowed","Machine-op-inspct","Other-relative","Asian-Pac-Islander","Male",0,0,32,"Philippines","<=50K"
26,"Private",369166,"Some-college",10,"Never-married","Farming-fishing","Other-relative","White","Female",0,0,65,"United-States","<=50K"
39,"Private",272338,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,25,"United-States","<=50K"
41,"Private",222504,"Prof-school",15,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,38,"United-States","<=50K"
31,"Private",226443,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
37,"Private",254202,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","<=50K"
48,"Private",344415,"Bachelors",13,"Married-spouse-absent","Prof-specialty","Not-in-family","White","Male",0,0,37,"United-States",">50K"
32,"Private",115989,"11th",7,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,60,"United-States","<=50K"
56,"Private",245215,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States","<=50K"
28,"Private",407672,"Some-college",10,"Divorced","Craft-repair","Unmarried","White","Female",0,0,40,"United-States","<=50K"
30,"Self-emp-not-inc",176185,"Some-college",10,"Married-spouse-absent","Craft-repair","Own-child","White","Male",0,0,60,"United-States",">50K"
24,"Private",206671,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
60,"Private",239576,"Masters",14,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,10,"United-States","<=50K"
47,"Private",140664,"Bachelors",13,"Divorced","Sales","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
41,"Private",116493,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",13550,0,44,"United-States",">50K"
21,"Private",192572,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,45,"United-States","<=50K"
17,"?",145886,"11th",7,"Never-married","?","Own-child","White","Female",0,0,30,"United-States","<=50K"
33,"Local-gov",365908,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","Black","Male",2105,0,40,"United-States","<=50K"
25,"Private",248990,"5th-6th",3,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"Mexico","<=50K"
61,"Private",85434,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
44,"Local-gov",60735,"Bachelors",13,"Divorced","Prof-specialty","Own-child","White","Female",0,0,60,"United-States","<=50K"
36,"Private",185099,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,70,"United-States",">50K"
58,"Private",156040,"Assoc-acdm",12,"Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",0,1848,40,"United-States",">50K"
